antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'label=mostly-true'}),frozenset({'party=democrat'}),0.19185364709561412,0.3235087170666875,0.07778907044015324,0.4054604726976365,1.253321630322733,1.0,0.0157227432036861,1.1378407185184023,0.25010347276675543,0.17777380739681975,0.12114236753443534,0.32295739922943695
frozenset({'party=democrat'}),frozenset({'label=mostly-true'}),0.3235087170666875,0.19185364709561412,0.07778907044015324,0.24045432576123735,1.253321630322733,1.0,0.0157227432036861,1.0639865123507315,0.29877725621055706,0.17777380739681975,0.06013846191467416,0.32295739922943695
"frozenset({'party=republican', 'state=Florida'})",frozenset({'label=barely-true'}),0.05628957860996013,0.16441247752325855,0.01157063560315847,0.20555555555555555,1.2502430390447508,1.0,0.0023159265251547056,1.0517884898308634,0.2120942083662653,0.05532710280373831,0.04923850216234196,0.13796560469171026
"frozenset({'label=false', 'subject=health-care'})",frozenset({'party=republican'}),0.025877570166523336,0.442889531701978,0.014228754593073255,0.5498489425981874,1.2415035877799496,1.0,0.002767849660436658,1.2376078188365458,0.19969264283068452,0.03130374957000344,0.19198959090280868,0.2909880194014767
frozenset({'state=Wisconsin'}),frozenset({'label=false'}),0.07051833320303338,0.1959971855210695,0.01704323352357126,0.2416851441241685,1.2331051769015713,1.0,0.0032218386881397304,1.060249325526309,0.203381276810497,0.06831714196176747,0.05682562023456234,0.16432083293164945
"frozenset({'label=false', 'subject=economy'})",frozenset({'party=republican'}),0.018685012899695097,0.442889531701978,0.010163396137909468,0.5439330543933055,1.2281461074571527,1.0,0.0018879995249180895,1.221554146084654,0.1893017355493456,0.022514721163837893,0.18137071270625466,0.28344049012692635
"frozenset({'label=mostly-true', 'state=Florida'})",frozenset({'party=republican'}),0.021421311859901492,0.442889531701978,0.011648815573450082,0.5437956204379563,1.2278357954142805,1.0,0.002161540795376284,1.2211861465092644,0.18962077346620682,0.025734024179620035,0.18112402203506853,0.2850487369621379
frozenset({'subject=health-care'}),frozenset({'label=barely-true'}),0.1114846376358377,0.16441247752325855,0.02243765147369244,0.20126227208976155,1.2241301580124297,1.0,0.004108185994201648,1.0461350369199591,0.20606667269614043,0.08852560148056753,0.04410046054454902,0.168866989587439
frozenset({'label=true'}),frozenset({'party=democrat'}),0.16050347900867798,0.3235087170666875,0.06309123602533032,0.39308329274232834,1.2150624450138043,1.0,0.011166961446492894,1.1146361186694147,0.21083712246839975,0.14988855869242199,0.10284622644945361,0.2940525211899172
frozenset({'state=Georgia'}),frozenset({'label=half-true'}),0.04323352357126104,0.20537878195606285,0.010788835900242358,0.2495479204339964,1.2150618387024166,1.0,0.0019095874895080339,1.0588567074175839,0.18499458801405,0.045364891518737675,0.05558514859024479,0.15103966253903855
"frozenset({'party=republican', 'subject=economy'})",frozenset({'label=half-true'}),0.051286060511297006,0.20537878195606285,0.01274333515753264,0.24847560975609753,1.209840702089929,1.0,0.002210266518397527,1.0573458803992348,0.18282107476978068,0.05224358974358974,0.054235687169445455,0.15526178660625584
"frozenset({'party=democrat', 'subject=economy'})",frozenset({'label=half-true'}),0.04120084434367915,0.20537878195606285,0.010085216167617856,0.24478178368121442,1.1918552702955514,1.0,0.0016234369407516908,1.0521743264049117,0.16788912655430654,0.042644628099173555,0.04958715024266172,0.14694361357642755
frozenset({'subject=foreign-policy'}),frozenset({'state=Unknown'}),0.04722070205613322,0.21507309827222265,0.01203971542490814,0.25496688741721857,1.1854894427312406,1.0,0.0018838127311060528,1.0535463303190613,0.16422118949402123,0.048109965635738834,0.05082484631012378,0.15547326559156094
frozenset({'state=New York'}),frozenset({'label=false'}),0.06496755531232898,0.1959971855210695,0.01508873426628098,0.23225030084235862,1.1849675301454363,1.0,0.002355276274880091,1.047219966821303,0.16694075242171658,0.06136724960254372,0.04509078160974416,0.15461737220019806
frozenset({'subject=health-care'}),frozenset({'label=false'}),0.1114846376358377,0.1959971855210695,0.025877570166523336,0.23211781206171106,1.1842915572721764,1.0,0.004026894961062847,1.047039281686717,0.17513859666145196,0.09189339255968905,0.04492599514598853,0.1820740635896908
frozenset({'subject=education'}),frozenset({'label=half-true'}),0.07239465249003206,0.20537878195606285,0.017590493315612542,0.2429805615550756,1.1830850258283108,1.0,0.0027221677670773055,1.049670824406114,0.16682979819263016,0.06760817307692307,0.047320382019969714,0.1643147954330384
frozenset({'subject=guns'}),frozenset({'party=democrat'}),0.03158470799781096,0.3235087170666875,0.01203971542490814,0.3811881188118812,1.1782931918131399,1.0,0.0018217870616103714,1.093209913220233,0.15624990170885072,0.03509571558796718,0.0852625942127323,0.20920208260555395
frozenset({'subject=education'}),frozenset({'label=mostly-true'}),0.07239465249003206,0.19185364709561412,0.016261433820655147,0.22462203023758096,1.1707988544290537,1.0,0.0023722557102229137,1.0422611738014782,0.15726765859509198,0.06557377049180327,0.040547585253835526,0.15469080321984996
frozenset({'label=false'}),frozenset({'party=republican'}),0.1959971855210695,0.442889531701978,0.10155578140880306,0.5181491822895891,1.1699287185641896,1.0,0.014750679698470881,1.1561886953833949,0.18065492739081504,0.18900043649061543,0.1350892773878941,0.3737259591942208
frozenset({'party=republican'}),frozenset({'label=false'}),0.442889531701978,0.1959971855210695,0.10155578140880306,0.22930273609885257,1.1699287185641896,1.0,0.014750679698470881,1.0432148291395194,0.2607150257209012,0.18900043649061543,0.04142466914045344,0.3737259591942208
frozenset({'state=New Jersey'}),frozenset({'party=republican'}),0.023844890938941442,0.442889531701978,0.012352435306074584,0.5180327868852459,1.1696659094526354,1.0,0.0017917827246420708,1.1559094750401138,0.14859832886250324,0.02718513420509291,0.13488035041386193,0.2729616714655709
frozenset({'subject=economy'}),frozenset({'label=half-true'}),0.11195371745758737,0.20537878195606285,0.026893909780314283,0.24022346368715083,1.1696605725246847,1.0,0.0039009916534217814,1.0458617502195937,0.1633373393088567,0.09259757738896367,0.04385068123006163,0.18558565647242964
frozenset({'subject=elections'}),frozenset({'label=false'}),0.05918223751074975,0.1959971855210695,0.013446954890157141,0.2272126816380449,1.1592650222705354,1.0,0.0018474029052107238,1.0403933855735903,0.1460266647599243,0.055627425614488996,0.03882510801558072,0.14791028976198217
"frozenset({'label=half-true', 'subject=economy'})",frozenset({'party=democrat'}),0.026893909780314283,0.3235087170666875,0.010085216167617856,0.375,1.1591650555824071,1.0,0.0013848019176811444,1.0823860526933,0.1411049516617125,0.029634734665747762,0.07611522015485962,0.2030872402126631
"frozenset({'party=republican', 'subject=taxes'})",frozenset({'label=false'}),0.04550074270971777,0.1959971855210695,0.010319756078492691,0.22680412371134023,1.1571805131199653,1.0,0.0014017385682696861,1.0398436400594169,0.14230560167983386,0.044639837673317556,0.03831695316917083,0.13972834825375546
frozenset({'state=Florida'}),frozenset({'label=mostly-true'}),0.09670862325072316,0.19185364709561412,0.021421311859901492,0.22150363783346808,1.154544837623427,1.0,0.002867409783654549,1.0380862290163295,0.14818895468943663,0.08018729880011705,0.03668888763934314,0.1665790397806297
frozenset({'subject=federal-budget'}),frozenset({'label=half-true'}),0.07325463216323978,0.20537878195606285,0.017277773434446093,0.2358591248665955,1.1484103792038916,1.0,0.0022328263081204808,1.0398883817139233,0.13944621858555092,0.06610828597068501,0.03835833000478385,0.15999275238381164
"frozenset({'party=republican', 'state=Unknown'})",frozenset({'label=false'}),0.04901884137284028,0.1959971855210695,0.011023375811117191,0.2248803827751196,1.1473653674018967,1.0,0.0014158208645367373,1.037262890284546,0.13505845641481304,0.04710992315402606,0.03592424893782134,0.14056145185824187
frozenset({'state=New York'}),frozenset({'party=republican'}),0.06496755531232898,0.442889531701978,0.03291376749276835,0.50661853188929,1.1438936701493216,1.0,0.0041403173446686176,1.1291678028186738,0.13453316279919597,0.06930041152263373,0.11439203499802239,0.2904672535880695
frozenset({'subject=energy'}),frozenset({'party=democrat'}),0.03744820576968181,0.3235087170666875,0.013837854741615198,0.3695198329853862,1.1422252739768186,1.0,0.0017230337366161124,1.0729778957783334,0.12936026769161874,0.03986486486486487,0.06801435152156192,0.20614706004030064
frozenset({'label=barely-true'}),frozenset({'party=republican'}),0.16441247752325855,0.442889531701978,0.08294894847939958,0.5045173561578697,1.139149426763515,1.0,0.01013238330316163,1.1243793808356435,0.14618700864058878,0.15819293275682123,0.11062047468640354,0.3459038678406295
frozenset({'subject=economy'}),frozenset({'party=democrat'}),0.11195371745758737,0.3235087170666875,0.04120084434367915,0.3680167597765363,1.1375791141376694,1.0,0.004982840838128645,1.070425985812711,0.13618688872877974,0.10450128891532819,0.06579248518452285,0.24768648525317874
"frozenset({'subject=economy', 'subject=jobs'})",frozenset({'party=republican'}),0.03627550621530764,0.442889531701978,0.01821593307794543,0.5021551724137931,1.1338158535471894,1.0,0.0021498911179956386,1.1190444038540357,0.12246504497785828,0.03951831750339213,0.10638041121875216,0.27164245822807925
frozenset({'subject=state-budget'}),frozenset({'label=mostly-true'}),0.06872019388632632,0.19185364709561412,0.014932374325697757,0.21729237770193405,1.1325944593257695,1.0,0.0017481544994883292,1.0325009363415045,0.1257102697266869,0.0607893061744112,0.03147787590069055,0.14756224427068992
frozenset({'subject=taxes'}),frozenset({'label=mostly-true'}),0.09522320381518255,0.19185364709561412,0.020639512156985382,0.21674876847290642,1.1297610014412982,1.0,0.0023705932169136128,1.031784337355914,0.12694516232924596,0.07746478873239437,0.030805214040528765,0.16216411528779795
frozenset({'subject=crime'}),frozenset({'party=democrat'}),0.04323352357126104,0.3235087170666875,0.01579235399890548,0.36528028933092227,1.1291203916944967,1.0,0.0018059322540944292,1.0658110525986377,0.1195222153364219,0.04499888616618401,0.06174739175220467,0.2070480712000189
frozenset({'subject=jobs'}),frozenset({'party=democrat'}),0.07028379329215854,0.3235087170666875,0.025643030255648503,0.36484983314794217,1.127789805653777,1.0,0.0029056104571220376,1.0650887274203993,0.12187584602889438,0.069653854321512,0.0611110846868518,0.22205758936275793
"frozenset({'subject=economy', 'subject=jobs'})",frozenset({'party=democrat'}),0.03627550621530764,0.3235087170666875,0.013212414979282308,0.3642241379310345,1.1258557149047517,1.0,0.0014769725026234862,1.0640405263764645,0.11599447597350897,0.03812316715542523,0.06018617222649512,0.2025325619573007
frozenset({'subject=foreign-policy'}),frozenset({'party=republican'}),0.04722070205613322,0.442889531701978,0.023532171057774998,0.49834437086092714,1.125211447075396,1.0,0.0026186164374955266,1.1105436397755952,0.11679320620224087,0.050435656836461125,0.09954011334298608,0.27573882267671246
frozenset({'subject=education'}),frozenset({'party=democrat'}),0.07239465249003206,0.3235087170666875,0.02619029004768978,0.36177105831533474,1.1182729837872032,1.0,0.002769988898150836,1.0599508087922966,0.11401827776415012,0.07083950095157539,0.05655999155338575,0.2213640211828003
frozenset({'subject=economy'}),frozenset({'label=mostly-true'}),0.11195371745758737,0.19185364709561412,0.023844890938941442,0.21298882681564246,1.110163033332878,1.0,0.0023661619387913835,1.0268549932201247,0.11174124944616741,0.08517173973750349,0.026152663616028114,0.1686378526906248
frozenset({'subject=candidates-biography'}),frozenset({'party=republican'}),0.06293487608474709,0.442889531701978,0.03080290829489485,0.4894409937888199,1.1051085174850477,1.0,0.0029297104979991995,1.091177437907318,0.10149933806022426,0.06484529295589203,0.08355876390019575,0.27949543069846994
frozenset({'label=half-true'}),frozenset({'party=democrat'}),0.20537878195606285,0.3235087170666875,0.07286373231178173,0.3547773125237914,1.0966545685093805,1.0,0.006421906048456882,1.0484617110712755,0.11091553458896426,0.1597805588890794,0.04622172708792514,0.29000344601539985
frozenset({'party=democrat'}),frozenset({'label=half-true'}),0.3235087170666875,0.20537878195606285,0.07286373231178173,0.22522957950700825,1.0966545685093805,1.0,0.006421906048456882,1.0256215222288871,0.1302837736695057,0.1597805588890794,0.02498145921626748,0.29000344601539985
frozenset({'subject=state-budget'}),frozenset({'party=republican'}),0.06872019388632632,0.442889531701978,0.03330466734422641,0.48464163822525597,1.0942720555232566,1.0,0.0028692128554422165,1.0810156768961618,0.09250761452529824,0.06963059823471722,0.07494403515846881,0.2799201130226015
frozenset({'subject=state-finances'}),frozenset({'party=republican'}),0.024548510671565944,0.442889531701978,0.011805175514033305,0.48089171974522293,1.0858051169039975,1.0,0.000932897118722454,1.0732066689912816,0.0810131701934207,0.025909402882635553,0.06821302094599302,0.2537733091223908
frozenset({'subject=health-care'}),frozenset({'state=Unknown'}),0.1114846376358377,0.21507309827222265,0.025955750136814948,0.23281907433380084,1.0825113703393845,1.0,0.001978403710719296,1.0231314093819108,0.08578599483724612,0.08634590377113134,0.022608444203550453,0.1767512310963806
frozenset({'state=Ohio'}),frozenset({'party=democrat'}),0.04604800250175905,0.3235087170666875,0.016105073880071926,0.34974533106960953,1.0811001763439767,1.0,0.0012081436672442408,1.0403482131794284,0.07863743489448666,0.04556514045565141,0.038783373363154496,0.19976391734727456
frozenset({'subject=taxes'}),frozenset({'party=republican'}),0.09522320381518255,0.442889531701978,0.04550074270971777,0.4778325123152709,1.0788977343379753,1.0,0.0033273825648495667,1.066919104382061,0.08082445721066,0.09236629106491032,0.062721816590602,0.2902843055839373
"frozenset({'party=republican', 'state=Florida'})",frozenset({'label=mostly-true'}),0.05628957860996013,0.19185364709561412,0.011648815573450082,0.20694444444444443,1.078657860182921,1.0,0.000849454623653963,1.0190286761666512,0.07727155715706674,0.049256198347107434,0.018673347091892094,0.13383082042923117
frozenset({'state=Virginia'}),frozenset({'party=republican'}),0.04010632475959659,0.442889531701978,0.019154092721444766,0.4775828460038986,1.0783340129277788,1.0,0.0013914213303795851,1.066409217301811,0.07567874845002329,0.04129445474464857,0.062273671517803365,0.26041543006284956
frozenset({'subject=states'}),frozenset({'party=republican'}),0.02243765147369244,0.442889531701978,0.010632475959659136,0.4738675958188154,1.0699453518302677,1.0,0.0006950750059832953,1.0588788370962408,0.06687330642429719,0.023383768913342505,0.055604886067705195,0.24893732835954008
"frozenset({'label=half-true', 'subject=economy'})",frozenset({'party=republican'}),0.026893909780314283,0.442889531701978,0.01274333515753264,0.4738372093023256,1.0698767421334592,1.0,0.0008323040492940019,1.0588176856050804,0.06711795435961357,0.02788231269243927,0.0555503429955159,0.25130518894065973
"frozenset({'party=republican', 'state=Florida'})",frozenset({'label=half-true'}),0.05628957860996013,0.20537878195606285,0.012352435306074584,0.21944444444444444,1.0684864441906696,1.0,0.0007917502143409225,1.0180200658214142,0.06791987072269659,0.049545312010034495,0.017701090996545547,0.13979454806919595
frozenset({'subject=jobs'}),frozenset({'party=republican'}),0.07028379329215854,0.442889531701978,0.03314830740364318,0.47163515016685204,1.064904714171969,1.0,0.0020203511062404644,1.0544048652629934,0.06555639910134597,0.06905537459283387,0.05159769938032614,0.2732403464867799
frozenset({'state=Florida'}),frozenset({'label=half-true'}),0.09670862325072316,0.20537878195606285,0.021108591978735047,0.21827000808407437,1.0627680523042997,1.0,0.0012466927308537462,1.0164906377666496,0.0653841222215812,0.07512520868113523,0.016223108363183334,0.16052442162863786
frozenset({'subject=military'}),frozenset({'party=republican'}),0.03041200844343679,0.442889531701978,0.014306934563364865,0.4704370179948586,1.0621994522810654,1.0,0.0008377743857345445,1.052019282368595,0.0603939255346616,0.031170158405723042,0.049447080714599495,0.2513703183531221
frozenset({'subject=job-accomplishments'}),frozenset({'party=republican'}),0.02845750918614651,0.442889531701978,0.013368774919865531,0.4697802197802198,1.0607164679980212,1.0,0.0007652420030083672,1.050716116375544,0.058917646305888374,0.029190850119494707,0.04826814358809863,0.24998278420608516
frozenset({'subject=immigration'}),frozenset({'label=false'}),0.05019154092721445,0.1959971855210695,0.010397936048784301,0.2071651090342679,1.0569800198074675,1.0,0.0005605352900846967,1.014086064627649,0.056757046125891546,0.04409814323607427,0.013890403506157204,0.13010828247884118
frozenset({'subject=elections'}),frozenset({'label=mostly-true'}),0.05918223751074975,0.19185364709561412,0.011961535454616527,0.202113606340819,1.0534780516321989,1.0,0.000607207344900329,1.0128589224314901,0.05395660009059289,0.05003270111183781,0.012695669798337608,0.13223039730243885
frozenset({'subject=candidates-biography'}),frozenset({'label=false'}),0.06293487608474709,0.1959971855210695,0.012977875068407474,0.2062111801242236,1.0521129656836634,1.0,0.0006428164846797781,1.01286739539208,0.052858354827620115,0.052765416401780035,0.012703928915688828,0.13621288962334036
"frozenset({'party=republican', 'state=Texas'})",frozenset({'label=false'}),0.06340395590649675,0.1959971855210695,0.013056055038699086,0.20591861898890262,1.0506202853957134,1.0,0.0006290581301237313,1.0124942275503301,0.05144302380214537,0.052999047921294826,0.012340048180382472,0.13626605061930175
frozenset({'subject=immigration'}),frozenset({'label=half-true'}),0.05019154092721445,0.20537878195606285,0.010788835900242358,0.21495327102803738,1.0466186866081562,1.0,0.0004805583601131761,1.0121960753654915,0.04689596925136074,0.04407537527946343,0.01204912334903839,0.13374233783605904
frozenset({'label=false'}),frozenset({'state=Unknown'}),0.1959971855210695,0.21507309827222265,0.043702603393010714,0.22297566812923814,1.0367436463253672,1.0,0.001548881450358676,1.010170299092165,0.04408118904333394,0.11896148116620558,0.010067905482179788,0.2130872524579306
frozenset({'state=Unknown'}),frozenset({'label=false'}),0.21507309827222265,0.1959971855210695,0.043702603393010714,0.20319883678662307,1.0367436463253672,1.0,0.001548881450358676,1.0090382037552637,0.04515248487267394,0.11896148116620558,0.008957246337776694,0.2130872524579306
frozenset({'subject=economy'}),frozenset({'party=republican'}),0.11195371745758737,0.442889531701978,0.051286060511297006,0.4581005586592179,1.0343449683689419,1.0,0.001702931014210582,1.0280698332509892,0.0373905724267208,0.10184753920198726,0.027303430509410014,0.2869496615008358
frozenset({'subject=health-care'}),frozenset({'party=republican'}),0.1114846376358377,0.442889531701978,0.05089516065983895,0.45652173913043476,1.0307801527303426,1.0,0.0015197817053380844,1.0250832616683605,0.03360777659061865,0.10108695652173912,0.02446948712003798,0.28571894546989524
frozenset({'subject=state-budget'}),frozenset({'party=democrat'}),0.06872019388632632,0.3235087170666875,0.022906731295442108,0.33333333333333337,1.030368938295473,1.0,0.0006751495347026605,1.0147369243999689,0.03164875755540652,0.06202370872142253,0.014522901498516982,0.20207024327372325
frozenset({'subject=taxes'}),frozenset({'label=half-true'}),0.09522320381518255,0.20537878195606285,0.02001407239465249,0.2101806239737274,1.0233804192036342,1.0,0.00045724678113637923,1.0060796710784983,0.025250718266655085,0.07132906101978266,0.00604293203934938,0.153815093106011
"frozenset({'state=Unknown', 'party=unknown'})",frozenset({'label=false'}),0.12196075365491361,0.1959971855210695,0.024392150730982724,0.2,1.0204228161148783,1.0,0.00048818627059116215,1.0050035180986632,0.022794052177009982,0.08308921438082556,0.004978607545702064,0.16222576785001996
frozenset({'subject=elections'}),frozenset({'party=democrat'}),0.05918223751074975,0.3235087170666875,0.0193886326323196,0.32760898282694845,1.012674359434388,1.0,0.00024266290208095967,1.0060980376827455,0.013303033877133085,0.053367764148913276,0.006061077006760418,0.19377065864402038
"frozenset({'party=republican', 'state=Unknown'})",frozenset({'label=half-true'}),0.04901884137284028,0.20537878195606285,0.010163396137909468,0.20733652312599682,1.0095323438540638,1.0,9.59662038580722e-05,1.0024698263854097,0.009929046619280197,0.04161331626120359,0.0024637413719623565,0.1284113144750654
frozenset({'state=Wisconsin'}),frozenset({'label=half-true'}),0.07051833320303338,0.20537878195606285,0.01461965444453131,0.2073170731707317,1.0094376410075483,1.0,0.00013668506572052895,1.0024452289169667,0.010058729522593696,0.055954518252543384,0.002439264357224441,0.139250466543493
frozenset({'label=barely-true'}),frozenset({'state=Unknown'}),0.16441247752325855,0.21507309827222265,0.03565006645297475,0.21683309557774608,1.0081832517393494,1.0,0.00028936551743536515,1.0022472825340107,0.009713919201071546,0.10368349249658936,0.0022422435791783,0.19129550089683378
frozenset({'subject=state-budget'}),frozenset({'label=half-true'}),0.06872019388632632,0.20537878195606285,0.014228754593073255,0.20705346985210468,1.0081541427020446,1.0,0.00011508487691507842,1.0021119808617227,0.008685027195772774,0.05475330926594465,0.0021075297991215145,0.13816700900294615
frozenset({'state=Florida'}),frozenset({'party=democrat'}),0.09670862325072316,0.3235087170666875,0.031271988116644514,0.32336297493936944,0.9995494955170311,1.0,-1.4094520482559048e-05,0.9997846081105227,-0.0004987125603330716,0.08040201005025126,-0.00021543829313823738,0.2100140152608882
frozenset({'subject=health-care'}),frozenset({'party=democrat'}),0.1114846376358377,0.3235087170666875,0.03596278633414119,0.3225806451612903,0.9971312306085222,1.0,-0.00010346576007320973,0.9986299890920327,-0.0032275605606133097,0.09012539184952978,-0.0013718904127973284,0.21687272954052916
frozenset({'subject=legal-issues'}),frozenset({'party=democrat'}),0.03346102728480963,0.3235087170666875,0.010788835900242358,0.3224299065420561,0.9966652814353407,1.0,-3.609810839983081e-05,0.9984078244670959,-0.003449766355140035,0.031165311653116534,-0.0015947145984698918,0.17788967535899325
frozenset({'label=pants-fire'}),frozenset({'party=republican'}),0.08185442889531702,0.442889531701978,0.036040966304432806,0.44030563514804205,0.9941658215672737,1.0,-0.00021150337674700342,0.9953833793652375,-0.0063510032323971,0.07374820028795392,-0.004638032672101382,0.26084125534983743
frozenset({'subject=history'}),frozenset({'party=democrat'}),0.03893362520522242,0.3235087170666875,0.012508795246657807,0.321285140562249,0.9931266875137088,1.0,-8.657189423894734e-05,0.9967238429017444,-0.007149765477192791,0.03574620196604111,-0.0032869255828351786,0.1799755813976059
frozenset({'subject=energy'}),frozenset({'party=republican'}),0.03744820576968181,0.442889531701978,0.01641779376123837,0.4384133611691023,0.989893257319327,1.0,-0.00016762455517531707,0.9920294212444334,-0.010495819850781598,0.035389282103134474,-0.008034619321640886,0.23774154377960852
frozenset({'label=half-true'}),frozenset({'party=republican'}),0.20537878195606285,0.442889531701978,0.08857790634039558,0.4312904453749524,0.9738104301484583,1.0,-0.0023822062216477397,0.9796045516860133,-0.03273696231442726,0.1582623271406621,-0.020820083245717633,0.3156452226874762
frozenset({'subject=federal-budget'}),frozenset({'party=democrat'}),0.07325463216323978,0.3235087170666875,0.02306309123602533,0.3148345784418356,0.9731873109834508,1.0,-0.0006354208342964768,0.9873400811659093,-0.028870910005329358,0.06171548117154812,-0.012822247446028027,0.19306252846693037
frozenset({'subject=elections'}),frozenset({'party=republican'}),0.05918223751074975,0.442889531701978,0.02548667031506528,0.4306472919418758,0.9723582544092733,1.0,-0.0007245231411459122,0.9784979686812126,-0.02932955399353197,0.053477690288713915,-0.021974528314828396,0.2440968145499317
frozenset({'subject=environment'}),frozenset({'party=democrat'}),0.03408646704714252,0.3235087170666875,0.010710655929950746,0.31422018348623854,0.9712881505491728,1.0,-0.0003166132938062505,0.9864555162505829,-0.029694984510753,0.030876718503493352,-0.013730455683291641,0.17366398251160647
frozenset({'subject=abortion'}),frozenset({'party=republican'}),0.024470330701274332,0.442889531701978,0.010476116019075913,0.42811501597444096,0.9666406300669151,1.0,-0.00036153728580400925,0.9741652322753123,-0.03416757018096652,0.022929500342231346,-0.026519903265636545,0.22588451593073328
frozenset({'subject=history'}),frozenset({'party=republican'}),0.03893362520522242,0.442889531701978,0.016652333672113204,0.42771084337349397,0.9657280490009463,1.0,-0.0005909613624880822,0.9734772393418069,-0.035610895526346206,0.03579831932773109,-0.02724538344227323,0.23265506864173374
frozenset({'subject=taxes'}),frozenset({'party=democrat'}),0.09522320381518255,0.3235087170666875,0.02970838871081229,0.31198686371100165,0.9643847205721175,1.0,-0.0010971477904171203,0.9832534398720462,-0.03921661156800903,0.07636655948553055,-0.01703178392148129,0.20190933325714414
frozenset({'subject=candidates-biography'}),frozenset({'party=democrat'}),0.06293487608474709,0.3235087170666875,0.01946681260261121,0.3093167701863354,0.9561311762816377,1.0,-0.0008931684183162703,0.9794523071246701,-0.04667760158050483,0.05304644226672349,-0.020978757950604814,0.18474538364319187
frozenset({'label=half-true'}),frozenset({'state=Unknown'}),0.20537878195606285,0.21507309827222265,0.04190446407630365,0.20403502093642942,0.9486775546339036,1.0,-0.0022669868783620414,0.9861324585551752,-0.06374178203256502,0.110698058653449,-0.014062554502204307,0.1994366307880984
frozenset({'state=Wisconsin'}),frozenset({'party=democrat'}),0.07051833320303338,0.3235087170666875,0.021343131889609884,0.3026607538802661,0.9355567189179517,1.0,-0.0014701636145846367,0.970103556766054,-0.06899516096184112,0.05726872246696037,-0.030817785405930446,0.18431732715762944
frozenset({'label=true'}),frozenset({'party=republican'}),0.16050347900867798,0.442889531701978,0.06316941599562192,0.3935703848027277,0.8886423286869709,1.0,-0.007915894659069722,0.9186729248319992,-0.12988289231795558,0.11693198263386397,-0.08852669211174714,0.26810028507567985
frozenset({'subject=transportation'}),frozenset({'party=republican'}),0.026503009928856226,0.442889531701978,0.010319756078492691,0.3893805309734514,0.8791820603144601,1.0,-0.0014181495775913155,0.9123693176474854,-0.12370027621879337,0.022479564032697547,-0.09604737978088462,0.2063407509236189
frozenset({'subject=education'}),frozenset({'party=republican'}),0.07239465249003206,0.442889531701978,0.028066609334688453,0.38768898488120945,0.8753627194378729,1.0,-0.003996224404349279,0.909848842405588,-0.13307014594505273,0.05760590500641848,-0.09908366466242637,0.22553028237882183
frozenset({'label=barely-true'}),frozenset({'party=democrat'}),0.16441247752325855,0.3235087170666875,0.045813462590884216,0.2786495482643842,0.8613355176050601,1.0,-0.007375407082420751,0.9378122399530364,-0.1615409989161772,0.10362511052166225,-0.06631152526872314,0.2101319273463052
frozenset({'subject=environment'}),frozenset({'party=republican'}),0.03408646704714252,0.442889531701978,0.01274333515753264,0.3738532110091743,0.8441229341603439,1.0,-0.0023532042703512165,0.8897441911279766,-0.16049501599084914,0.027450319973054898,-0.12391854869234521,0.20131318979408405
frozenset({'subject=foreign-policy'}),frozenset({'party=democrat'}),0.04722070205613322,0.3235087170666875,0.012821515127824252,0.271523178807947,0.8393071484128687,1.0,-0.002454793613343699,0.92863803384482,-0.16732436332852282,0.035823503713411975,-0.0768458361108921,0.15557792579836693
frozenset({'state=Texas'}),frozenset({'party=democrat'}),0.09850676256743023,0.3235087170666875,0.026737549839731062,0.2714285714285714,0.8390147068977422,1.0,-0.005130246540851084,0.92851744716337,-0.17548923679060655,0.06764240506329114,-0.07698568621947796,0.17703859697576468
frozenset({'label=mostly-true'}),frozenset({'party=republican'}),0.19185364709561412,0.442889531701978,0.07059651317332499,0.3679706601466992,0.8308407262023706,1.0,-0.014373458744168094,0.8814629846572185,-0.20123630534724285,0.12513858093126384,-0.13447758715458472,0.2636852418120963
frozenset({'subject=legal-issues'}),frozenset({'party=republican'}),0.03346102728480963,0.442889531701978,0.01203971542490814,0.3598130841121496,0.8124217403139461,1.0,-0.0027798232795283057,0.8702309504801221,-0.19281996754155237,0.02593029129483078,-0.1491202415270131,0.19349877506578353
frozenset({'label=false'}),frozenset({'party=democrat'}),0.1959971855210695,0.3235087170666875,0.049487921194589946,0.2524930195452732,0.7804828934276438,1.0,-0.01391887684201279,0.9049966095591326,-0.25916170813021683,0.10528942115768464,-0.10497651531219347,0.2027327350022161
frozenset({'subject=crime'}),frozenset({'party=republican'}),0.04323352357126104,0.442889531701978,0.01461965444453131,0.33815551537070526,0.7635211292333082,1.0,-0.0045280205637709195,0.8417543414448255,-0.244551442660334,0.031006466589288673,-0.18799506074842962,0.18558261205428467
"frozenset({'state=Unknown', 'label=barely-true'})",frozenset({'party=republican'}),0.03565006645297475,0.442889531701978,0.010867015870533969,0.3048245614035087,0.6882631888635975,1.0,-0.004922025365968412,0.8013955001384796,-0.3195781822453347,0.02323637579404881,-0.2478233279662813,0.16468059491181614
"frozenset({'state=Unknown', 'label=false'})",frozenset({'party=republican'}),0.043702603393010714,0.442889531701978,0.011023375811117191,0.2522361359570662,0.5695238155387172,1.0,-0.008332049739770598,0.74503529133635,-0.4414640812768224,0.02317935229327634,-0.3422182970773459,0.13856290469521446
